District,Month,Visitors,Year
Adilabad,January,5,2014
Adilabad,February,6,2014
Adilabad,March,5,2014
Adilabad,April,6,2014
Adilabad,May,6,2014
Adilabad,June,7,2014
Adilabad,July,7,2014
Adilabad,August,5,2014
Adilabad,September,8,2014
Adilabad,October,8,2014
Adilabad,November,8,2014
Adilabad,December,9,2014
Hyd & R R Dist.,January,7587,2014
Hyd & R R Dist.,February,7871,2014
Hyd & R R Dist.,March,7683,2014
Hyd & R R Dist.,April,3314,2014
Hyd & R R Dist.,May,1962,2014
Hyd & R R Dist.,June,2767,2014
Hyd & R R Dist.,July,5931,2014
Hyd & R R Dist.,August,3759,2014
Hyd & R R Dist.,September,4258,2014
Hyd & R R Dist.,October,7836,2014
Hyd & R R Dist.,November,4826,2014
Hyd & R R Dist.,December,12257,2014
Karimnagar,January,0,2014
Karimnagar,February,0,2014
Karimnagar,March,0,2014
Karimnagar,April,0,2014
Karimnagar,May,0,2014
Karimnagar,June,0,2014
Karimnagar,July,0,2014
Karimnagar,August,0,2014
Karimnagar,September,0,2014
Karimnagar,October,0,2014
Karimnagar,November,0,2014
Karimnagar,December,0,2014
Khammam,January,0,2014
Khammam,February,0,2014
Khammam,March,0,2014
Khammam,April,0,2014
Khammam,May,0,2014
Khammam,June,0,2014
Khammam,July,0,2014
Khammam,August,0,2014
Khammam,September,0,2014
Khammam,October,0,2014
Khammam,November,0,2014
Khammam,December,0,2014
Mahbubnagar,January,210,2014
Mahbubnagar,February,160,2014
Mahbubnagar,March,424,2014
Mahbubnagar,April,311,2014
Mahbubnagar,May,270,2014
Mahbubnagar,June,223,2014
Mahbubnagar,July,175,2014
Mahbubnagar,August,94,2014
Mahbubnagar,September,69,2014
Mahbubnagar,October,177,2014
Mahbubnagar,November,326,2014
Mahbubnagar,December,350,2014
Medak,January,0,2014
Medak,February,0,2014
Medak,March,0,2014
Medak,April,0,2014
Medak,May,0,2014
Medak,June,0,2014
Medak,July,0,2014
Medak,August,0,2014
Medak,September,0,2014
Medak,October,0,2014
Medak,November,0,2014
Medak,December,0,2014
Nalgonda,January,10,2014
Nalgonda,February,0,2014
Nalgonda,March,0,2014
Nalgonda,April,0,2014
Nalgonda,May,0,2014
Nalgonda,June,0,2014
Nalgonda,July,0,2014
Nalgonda,August,0,2014
Nalgonda,September,0,2014
Nalgonda,October,0,2014
Nalgonda,November,0,2014
Nalgonda,December,0,2014
Nizamabad,January,3,2014
Nizamabad,February,0,2014
Nizamabad,March,0,2014
Nizamabad,April,0,2014
Nizamabad,May,0,2014
Nizamabad,June,0,2014
Nizamabad,July,0,2014
Nizamabad,August,0,2014
Nizamabad,September,0,2014
Nizamabad,October,0,2014
Nizamabad,November,0,2014
Nizamabad,December,0,2014
Warangal,January,469,2014
Warangal,February,180,2014
Warangal,March,158,2014
Warangal,April,104,2014
Warangal,May,15,2014
Warangal,June,175,2014
Warangal,July,232,2014
Warangal,August,128,2014
Warangal,September,96,2014
Warangal,October,190,2014
Warangal,November,306,2014
Warangal,December,185,2014
Adilabad,January,7,2015
Adilabad,February,2,2015
Adilabad,March,8,2015
Adilabad,April,9,2015
Adilabad,May,6,2015
Adilabad,June,9,2015
Adilabad,July,10,2015
Adilabad,August,0,2015
Adilabad,September,6,2015
Adilabad,October,8,2015
Adilabad,November,0,2015
Adilabad,December,2,2015
Hyd & R R Dist.,January,14454,2015
Hyd & R R Dist.,February,10947,2015
Hyd & R R Dist.,March,8750,2015
Hyd & R R Dist.,April,6560,2015
Hyd & R R Dist.,May,6959,2015
Hyd & R R Dist.,June,7813,2015
Hyd & R R Dist.,July,12274,2015
Hyd & R R Dist.,August,10604,2015
Hyd & R R Dist.,September,7292,2015
Hyd & R R Dist.,October,9758,2015
Hyd & R R Dist.,November,12034,2015
Hyd & R R Dist.,December,15393,2015
Karimnagar,January,0,2015
Karimnagar,February,0,2015
Karimnagar,March,0,2015
Karimnagar,April,0,2015
Karimnagar,May,0,2015
Karimnagar,June,0,2015
Karimnagar,July,0,2015
Karimnagar,August,0,2015
Karimnagar,September,0,2015
Karimnagar,October,0,2015
Karimnagar,November,0,2015
Karimnagar,December,0,2015
Khammam,January,0,2015
Khammam,February,0,2015
Khammam,March,0,2015
Khammam,April,0,2015
Khammam,May,0,2015
Khammam,June,0,2015
Khammam,July,7,2015
Khammam,August,0,2015
Khammam,September,2,2015
Khammam,October,0,2015
Khammam,November,0,2015
Khammam,December,0,2015
Mahbubnagar,January,240,2015
Mahbubnagar,February,76,2015
Mahbubnagar,March,59,2015
Mahbubnagar,April,72,2015
Mahbubnagar,May,132,2015
Mahbubnagar,June,126,2015
Mahbubnagar,July,111,2015
Mahbubnagar,August,112,2015
Mahbubnagar,September,115,2015
Mahbubnagar,October,115,2015
Mahbubnagar,November,152,2015
Mahbubnagar,December,160,2015
Medak,January,0,2015
Medak,February,0,2015
Medak,March,0,2015
Medak,April,0,2015
Medak,May,0,2015
Medak,June,0,2015
Medak,July,0,2015
Medak,August,0,2015
Medak,September,0,2015
Medak,October,0,2015
Medak,November,0,2015
Medak,December,0,2015
Nalgonda,January,0,2015
Nalgonda,February,0,2015
Nalgonda,March,0,2015
Nalgonda,April,0,2015
Nalgonda,May,0,2015
Nalgonda,June,0,2015
Nalgonda,July,0,2015
Nalgonda,August,0,2015
Nalgonda,September,500,2015
Nalgonda,October,0,2015
Nalgonda,November,0,2015
Nalgonda,December,0,2015
Nizamabad,January,0,2015
Nizamabad,February,0,2015
Nizamabad,March,0,2015
Nizamabad,April,0,2015
Nizamabad,May,0,2015
Nizamabad,June,0,2015
Nizamabad,July,0,2015
Nizamabad,August,0,2015
Nizamabad,September,0,2015
Nizamabad,October,0,2015
Nizamabad,November,0,2015
Nizamabad,December,0,2015
Warangal,January,292,2015
Warangal,February,508,2015
Warangal,March,130,2015
Warangal,April,20,2015
Warangal,May,21,2015
Warangal,June,56,2015
Warangal,July,43,2015
Warangal,August,67,2015
Warangal,September,73,2015
Warangal,October,210,2015
Warangal,November,328,2015
Warangal,December,46,2015
Adilabad,January,2,2016
Adilabad,February,0,2016
Adilabad,March,2,2016
Adilabad,April,0,2016
Adilabad,May,0,2016
Adilabad,June,0,2016
Adilabad,July,4,2016
Adilabad,August,2,2016
Adilabad,September,0,2016
Adilabad,October,0,2016
Adilabad,November,0,2016
Adilabad,December,0,2016
Bhadradri Kothagudem,January,,2016
Bhadradri Kothagudem,February,,2016
Bhadradri Kothagudem,March,,2016
Bhadradri Kothagudem,April,,2016
Bhadradri Kothagudem,May,,2016
Bhadradri Kothagudem,June,,2016
Bhadradri Kothagudem,July,,2016
Bhadradri Kothagudem,August,,2016
Bhadradri Kothagudem,September,,2016
Bhadradri Kothagudem,October,0,2016
Bhadradri Kothagudem,November,0,2016
Bhadradri Kothagudem,December,0,2016
Hyderabad,January,15865,2016
Hyderabad,February,29646,2016
Hyderabad,March,13019,2016
Hyderabad,April,8402,2016
Hyderabad,May,8522,2016
Hyderabad,June,10284,2016
Hyderabad,July,17142,2016
Hyderabad,August,12842,2016
Hyderabad,September,9397,2016
Hyderabad,October,12808,2016
Hyderabad,November,8084,2016
Hyderabad,December,17620,2016
Jagtial,January,,2016
Jagtial,February,,2016
Jagtial,March,,2016
Jagtial,April,,2016
Jagtial,May,,2016
Jagtial,June,,2016
Jagtial,July,,2016
Jagtial,August,,2016
Jagtial,September,,2016
Jagtial,October,0,2016
Jagtial,November,0,2016
Jagtial,December,0,2016
Jangaon,January,,2016
Jangaon,February,,2016
Jangaon,March,,2016
Jangaon,April,,2016
Jangaon,May,,2016
Jangaon,June,,2016
Jangaon,July,,2016
Jangaon,August,,2016
Jangaon,September,,2016
Jangaon,October,0,2016
Jangaon,November,2,2016
Jangaon,December,0,2016
Jayashankar Bhoopalpally,January,,2016
Jayashankar Bhoopalpally,February,,2016
Jayashankar Bhoopalpally,March,,2016
Jayashankar Bhoopalpally,April,,2016
Jayashankar Bhoopalpally,May,,2016
Jayashankar Bhoopalpally,June,,2016
Jayashankar Bhoopalpally,July,,2016
Jayashankar Bhoopalpally,August,,2016
Jayashankar Bhoopalpally,September,,2016
Jayashankar Bhoopalpally,October,24,2016
Jayashankar Bhoopalpally,November,22,2016
Jayashankar Bhoopalpally,December,40,2016
Jogulamba Gadwal,January,,2016
Jogulamba Gadwal,February,,2016
Jogulamba Gadwal,March,,2016
Jogulamba Gadwal,April,,2016
Jogulamba Gadwal,May,,2016
Jogulamba Gadwal,June,,2016
Jogulamba Gadwal,July,,2016
Jogulamba Gadwal,August,,2016
Jogulamba Gadwal,September,,2016
Jogulamba Gadwal,October,13,2016
Jogulamba Gadwal,November,21,2016
Jogulamba Gadwal,December,11,2016
Kamareddy,January,,2016
Kamareddy,February,,2016
Kamareddy,March,,2016
Kamareddy,April,,2016
Kamareddy,May,,2016
Kamareddy,June,,2016
Kamareddy,July,,2016
Kamareddy,August,,2016
Kamareddy,September,,2016
Kamareddy,October,0,2016
Kamareddy,November,0,2016
Kamareddy,December,0,2016
Karimnagar,January,0,2016
Karimnagar,February,0,2016
Karimnagar,March,0,2016
Karimnagar,April,0,2016
Karimnagar,May,0,2016
Karimnagar,June,0,2016
Karimnagar,July,0,2016
Karimnagar,August,0,2016
Karimnagar,September,0,2016
Karimnagar,October,0,2016
Karimnagar,November,0,2016
Karimnagar,December,0,2016
Khammam,January,0,2016
Khammam,February,0,2016
Khammam,March,0,2016
Khammam,April,0,2016
Khammam,May,0,2016
Khammam,June,0,2016
Khammam,July,0,2016
Khammam,August,0,2016
Khammam,September,0,2016
Khammam,October,0,2016
Khammam,November,0,2016
Khammam,December,0,2016
Komaram Bheem Asifabad,January,,2016
Komaram Bheem Asifabad,February,,2016
Komaram Bheem Asifabad,March,,2016
Komaram Bheem Asifabad,April,,2016
Komaram Bheem Asifabad,May,,2016
Komaram Bheem Asifabad,June,,2016
Komaram Bheem Asifabad,July,,2016
Komaram Bheem Asifabad,August,,2016
Komaram Bheem Asifabad,September,,2016
Komaram Bheem Asifabad,October,0,2016
Komaram Bheem Asifabad,November,0,2016
Komaram Bheem Asifabad,December,0,2016
Mahabubabad,January,,2016
Mahabubabad,February,,2016
Mahabubabad,March,,2016
Mahabubabad,April,,2016
Mahabubabad,May,,2016
Mahabubabad,June,,2016
Mahabubabad,July,,2016
Mahabubabad,August,,2016
Mahabubabad,September,,2016
Mahabubabad,October,0,2016
Mahabubabad,November,0,2016
Mahabubabad,December,0,2016
Mahbubnagar,January,123,2016
Mahbubnagar,February,126,2016
Mahbubnagar,March,103,2016
Mahbubnagar,April,75,2016
Mahbubnagar,May,58,2016
Mahbubnagar,June,68,2016
Mahbubnagar,July,63,2016
Mahbubnagar,August,86,2016
Mahbubnagar,September,74,2016
Mahbubnagar,October,37,2016
Mahbubnagar,November,29,2016
Mahbubnagar,December,26,2016
Mancherial,January,,2016
Mancherial,February,,2016
Mancherial,March,,2016
Mancherial,April,,2016
Mancherial,May,,2016
Mancherial,June,,2016
Mancherial,July,,2016
Mancherial,August,,2016
Mancherial,September,,2016
Mancherial,October,0,2016
Mancherial,November,0,2016
Mancherial,December,0,2016
Medak,January,0,2016
Medak,February,0,2016
Medak,March,0,2016
Medak,April,0,2016
Medak,May,0,2016
Medak,June,0,2016
Medak,July,0,2016
Medak,August,0,2016
Medak,September,0,2016
Medak,October,0,2016
Medak,November,0,2016
Medak,December,0,2016
Medchal,January,,2016
Medchal,February,,2016
Medchal,March,,2016
Medchal,April,,2016
Medchal,May,,2016
Medchal,June,,2016
Medchal,July,,2016
Medchal,August,,2016
Medchal,September,,2016
Medchal,October,,2016
Medchal,November,,2016
Medchal,December,,2016
Nagarkurnool,January,,2016
Nagarkurnool,February,,2016
Nagarkurnool,March,,2016
Nagarkurnool,April,,2016
Nagarkurnool,May,,2016
Nagarkurnool,June,,2016
Nagarkurnool,July,,2016
Nagarkurnool,August,,2016
Nagarkurnool,September,,2016
Nagarkurnool,October,8,2016
Nagarkurnool,November,11,2016
Nagarkurnool,December,10,2016
Nalgonda,January,0,2016
Nalgonda,February,0,2016
Nalgonda,March,0,2016
Nalgonda,April,0,2016
Nalgonda,May,0,2016
Nalgonda,June,0,2016
Nalgonda,July,0,2016
Nalgonda,August,0,2016
Nalgonda,September,0,2016
Nalgonda,October,0,2016
Nalgonda,November,0,2016
Nalgonda,December,0,2016
Nirmal,January,,2016
Nirmal,February,,2016
Nirmal,March,,2016
Nirmal,April,,2016
Nirmal,May,,2016
Nirmal,June,,2016
Nirmal,July,,2016
Nirmal,August,,2016
Nirmal,September,,2016
Nirmal,October,0,2016
Nirmal,November,0,2016
Nirmal,December,0,2016
Nizamabad,January,0,2016
Nizamabad,February,0,2016
Nizamabad,March,0,2016
Nizamabad,April,0,2016
Nizamabad,May,0,2016
Nizamabad,June,0,2016
Nizamabad,July,0,2016
Nizamabad,August,0,2016
Nizamabad,September,0,2016
Nizamabad,October,0,2016
Nizamabad,November,0,2016
Nizamabad,December,0,2016
Peddapalli,January,,2016
Peddapalli,February,,2016
Peddapalli,March,,2016
Peddapalli,April,,2016
Peddapalli,May,,2016
Peddapalli,June,,2016
Peddapalli,July,,2016
Peddapalli,August,,2016
Peddapalli,September,,2016
Peddapalli,October,0,2016
Peddapalli,November,0,2016
Peddapalli,December,0,2016
Rajanna Sircilla,January,,2016
Rajanna Sircilla,February,,2016
Rajanna Sircilla,March,,2016
Rajanna Sircilla,April,,2016
Rajanna Sircilla,May,,2016
Rajanna Sircilla,June,,2016
Rajanna Sircilla,July,,2016
Rajanna Sircilla,August,,2016
Rajanna Sircilla,September,,2016
Rajanna Sircilla,October,0,2016
Rajanna Sircilla,November,0,2016
Rajanna Sircilla,December,0,2016
Ranga Reddy,January,,2016
Ranga Reddy,February,,2016
Ranga Reddy,March,,2016
Ranga Reddy,April,,2016
Ranga Reddy,May,,2016
Ranga Reddy,June,,2016
Ranga Reddy,July,,2016
Ranga Reddy,August,,2016
Ranga Reddy,September,,2016
Ranga Reddy,October,,2016
Ranga Reddy,November,,2016
Ranga Reddy,December,,2016
Sangareddy,January,,2016
Sangareddy,February,,2016
Sangareddy,March,,2016
Sangareddy,April,,2016
Sangareddy,May,,2016
Sangareddy,June,,2016
Sangareddy,July,,2016
Sangareddy,August,,2016
Sangareddy,September,,2016
Sangareddy,October,0,2016
Sangareddy,November,0,2016
Sangareddy,December,0,2016
Siddipet,January,,2016
Siddipet,February,,2016
Siddipet,March,,2016
Siddipet,April,,2016
Siddipet,May,,2016
Siddipet,June,,2016
Siddipet,July,,2016
Siddipet,August,,2016
Siddipet,September,,2016
Siddipet,October,0,2016
Siddipet,November,0,2016
Siddipet,December,0,2016
Suryapet,January,,2016
Suryapet,February,,2016
Suryapet,March,,2016
Suryapet,April,,2016
Suryapet,May,,2016
Suryapet,June,,2016
Suryapet,July,,2016
Suryapet,August,,2016
Suryapet,September,,2016
Suryapet,October,0,2016
Suryapet,November,0,2016
Suryapet,December,0,2016
Vikarabad,January,,2016
Vikarabad,February,,2016
Vikarabad,March,,2016
Vikarabad,April,,2016
Vikarabad,May,,2016
Vikarabad,June,,2016
Vikarabad,July,,2016
Vikarabad,August,,2016
Vikarabad,September,,2016
Vikarabad,October,,2016
Vikarabad,November,,2016
Vikarabad,December,,2016
Wanaparthy,January,,2016
Wanaparthy,February,,2016
Wanaparthy,March,,2016
Wanaparthy,April,,2016
Wanaparthy,May,,2016
Wanaparthy,June,,2016
Wanaparthy,July,,2016
Wanaparthy,August,,2016
Wanaparthy,September,,2016
Wanaparthy,October,0,2016
Wanaparthy,November,0,2016
Wanaparthy,December,0,2016
Warangal (Rural),January,,2016
Warangal (Rural),February,,2016
Warangal (Rural),March,,2016
Warangal (Rural),April,,2016
Warangal (Rural),May,,2016
Warangal (Rural),June,,2016
Warangal (Rural),July,,2016
Warangal (Rural),August,,2016
Warangal (Rural),September,,2016
Warangal (Rural),October,0,2016
Warangal (Rural),November,0,2016
Warangal (Rural),December,0,2016
Warangal (Urban),January,459,2016
Warangal (Urban),February,391,2016
Warangal (Urban),March,230,2016
Warangal (Urban),April,39,2016
Warangal (Urban),May,82,2016
Warangal (Urban),June,88,2016
Warangal (Urban),July,53,2016
Warangal (Urban),August,102,2016
Warangal (Urban),September,118,2016
Warangal (Urban),October,108,2016
Warangal (Urban),November,97,2016
Warangal (Urban),December,132,2016
Yadadri Bhongir,January,,2016
Yadadri Bhongir,February,,2016
Yadadri Bhongir,March,,2016
Yadadri Bhongir,April,,2016
Yadadri Bhongir,May,,2016
Yadadri Bhongir,June,,2016
Yadadri Bhongir,July,,2016
Yadadri Bhongir,August,,2016
Yadadri Bhongir,September,,2016
Yadadri Bhongir,October,0,2016
Yadadri Bhongir,November,0,2016
Yadadri Bhongir,December,0,2016
Adilabad,January,5,2017
Adilabad,February,0,2017
Adilabad,March,0,2017
Adilabad,April,0,2017
Adilabad,May,0,2017
Adilabad,June,3,2017
Adilabad,July,0,2017
Adilabad,August,0,2017
Adilabad,September,3,2017
Adilabad,October,0,2017
Adilabad,November,0,2017
Adilabad,December,0,2017
Bhadradri Kothagudem,January,0,2017
Bhadradri Kothagudem,February,0,2017
Bhadradri Kothagudem,March,0,2017
Bhadradri Kothagudem,April,0,2017
Bhadradri Kothagudem,May,0,2017
Bhadradri Kothagudem,June,0,2017
Bhadradri Kothagudem,July,0,2017
Bhadradri Kothagudem,August,0,2017
Bhadradri Kothagudem,September,0,2017
Bhadradri Kothagudem,October,0,2017
Bhadradri Kothagudem,November,0,2017
Bhadradri Kothagudem,December,0,2017
Hyderabad,January,19286,2017
Hyderabad,February,18097,2017
Hyderabad,March,13875,2017
Hyderabad,April,12996,2017
Hyderabad,May,12983,2017
Hyderabad,June,12486,2017
Hyderabad,July,18144,2017
Hyderabad,August,16985,2017
Hyderabad,September,27856,2017
Hyderabad,October,26368,2017
Hyderabad,November,29170,2017
Hyderabad,December,38933,2017
Jagtial,January,0,2017
Jagtial,February,0,2017
Jagtial,March,0,2017
Jagtial,April,0,2017
Jagtial,May,0,2017
Jagtial,June,0,2017
Jagtial,July,0,2017
Jagtial,August,0,2017
Jagtial,September,0,2017
Jagtial,October,0,2017
Jagtial,November,0,2017
Jagtial,December,0,2017
Jangaon,January,0,2017
Jangaon,February,0,2017
Jangaon,March,0,2017
Jangaon,April,0,2017
Jangaon,May,0,2017
Jangaon,June,0,2017
Jangaon,July,0,2017
Jangaon,August,0,2017
Jangaon,September,0,2017
Jangaon,October,0,2017
Jangaon,November,0,2017
Jangaon,December,0,2017
Jayashankar Bhoopalpally,January,85,2017
Jayashankar Bhoopalpally,February,38,2017
Jayashankar Bhoopalpally,March,35,2017
Jayashankar Bhoopalpally,April,36,2017
Jayashankar Bhoopalpally,May,40,2017
Jayashankar Bhoopalpally,June,35,2017
Jayashankar Bhoopalpally,July,42,2017
Jayashankar Bhoopalpally,August,45,2017
Jayashankar Bhoopalpally,September,56,2017
Jayashankar Bhoopalpally,October,55,2017
Jayashankar Bhoopalpally,November,58,2017
Jayashankar Bhoopalpally,December,57,2017
Jogulamba Gadwal,January,20,2017
Jogulamba Gadwal,February,16,2017
Jogulamba Gadwal,March,32,2017
Jogulamba Gadwal,April,29,2017
Jogulamba Gadwal,May,31,2017
Jogulamba Gadwal,June,32,2017
Jogulamba Gadwal,July,34,2017
Jogulamba Gadwal,August,25,2017
Jogulamba Gadwal,September,42,2017
Jogulamba Gadwal,October,13,2017
Jogulamba Gadwal,November,21,2017
Jogulamba Gadwal,December,10,2017
Kamareddy,January,0,2017
Kamareddy,February,0,2017
Kamareddy,March,0,2017
Kamareddy,April,0,2017
Kamareddy,May,0,2017
Kamareddy,June,0,2017
Kamareddy,July,0,2017
Kamareddy,August,0,2017
Kamareddy,September,0,2017
Kamareddy,October,0,2017
Kamareddy,November,0,2017
Kamareddy,December,0,2017
Karimnagar,January,0,2017
Karimnagar,February,0,2017
Karimnagar,March,0,2017
Karimnagar,April,0,2017
Karimnagar,May,0,2017
Karimnagar,June,0,2017
Karimnagar,July,0,2017
Karimnagar,August,0,2017
Karimnagar,September,0,2017
Karimnagar,October,0,2017
Karimnagar,November,0,2017
Karimnagar,December,0,2017
Khammam,January,0,2017
Khammam,February,0,2017
Khammam,March,0,2017
Khammam,April,0,2017
Khammam,May,0,2017
Khammam,June,0,2017
Khammam,July,0,2017
Khammam,August,0,2017
Khammam,September,0,2017
Khammam,October,0,2017
Khammam,November,0,2017
Khammam,December,0,2017
Komaram Bheem Asifabad,January,0,2017
Komaram Bheem Asifabad,February,0,2017
Komaram Bheem Asifabad,March,0,2017
Komaram Bheem Asifabad,April,0,2017
Komaram Bheem Asifabad,May,0,2017
Komaram Bheem Asifabad,June,,2017
Komaram Bheem Asifabad,July,0,2017
Komaram Bheem Asifabad,August,0,2017
Komaram Bheem Asifabad,September,0,2017
Komaram Bheem Asifabad,October,0,2017
Komaram Bheem Asifabad,November,0,2017
Komaram Bheem Asifabad,December,0,2017
Mahabubabad,January,0,2017
Mahabubabad,February,0,2017
Mahabubabad,March,0,2017
Mahabubabad,April,0,2017
Mahabubabad,May,0,2017
Mahabubabad,June,0,2017
Mahabubabad,July,0,2017
Mahabubabad,August,0,2017
Mahabubabad,September,0,2017
Mahabubabad,October,0,2017
Mahabubabad,November,0,2017
Mahabubabad,December,0,2017
Mahbubnagar,January,42,2017
Mahbubnagar,February,39,2017
Mahbubnagar,March,38,2017
Mahbubnagar,April,39,2017
Mahbubnagar,May,41,2017
Mahbubnagar,June,43,2017
Mahbubnagar,July,42,2017
Mahbubnagar,August,44,2017
Mahbubnagar,September,54,2017
Mahbubnagar,October,47,2017
Mahbubnagar,November,49,2017
Mahbubnagar,December,42,2017
Mancherial,January,0,2017
Mancherial,February,0,2017
Mancherial,March,0,2017
Mancherial,April,0,2017
Mancherial,May,0,2017
Mancherial,June,,2017
Mancherial,July,0,2017
Mancherial,August,0,2017
Mancherial,September,0,2017
Mancherial,October,0,2017
Mancherial,November,0,2017
Mancherial,December,0,2017
Medak,January,0,2017
Medak,February,0,2017
Medak,March,0,2017
Medak,April,0,2017
Medak,May,0,2017
Medak,June,0,2017
Medak,July,0,2017
Medak,August,0,2017
Medak,September,0,2017
Medak,October,0,2017
Medak,November,0,2017
Medak,December,0,2017
Medchal,January,,2017
Medchal,February,,2017
Medchal,March,,2017
Medchal,April,,2017
Medchal,May,,2017
Medchal,June,,2017
Medchal,July,,2017
Medchal,August,,2017
Medchal,September,,2017
Medchal,October,,2017
Medchal,November,,2017
Medchal,December,,2017
Nagarkurnool,January,19,2017
Nagarkurnool,February,25,2017
Nagarkurnool,March,24,2017
Nagarkurnool,April,29,2017
Nagarkurnool,May,31,2017
Nagarkurnool,June,35,2017
Nagarkurnool,July,25,2017
Nagarkurnool,August,23,2017
Nagarkurnool,September,32,2017
Nagarkurnool,October,18,2017
Nagarkurnool,November,21,2017
Nagarkurnool,December,29,2017
Nalgonda,January,0,2017
Nalgonda,February,0,2017
Nalgonda,March,0,2017
Nalgonda,April,0,2017
Nalgonda,May,0,2017
Nalgonda,June,0,2017
Nalgonda,July,0,2017
Nalgonda,August,0,2017
Nalgonda,September,0,2017
Nalgonda,October,0,2017
Nalgonda,November,0,2017
Nalgonda,December,0,2017
Nirmal,January,0,2017
Nirmal,February,0,2017
Nirmal,March,0,2017
Nirmal,April,0,2017
Nirmal,May,0,2017
Nirmal,June,,2017
Nirmal,July,0,2017
Nirmal,August,0,2017
Nirmal,September,0,2017
Nirmal,October,0,2017
Nirmal,November,0,2017
Nirmal,December,0,2017
Nizamabad,January,0,2017
Nizamabad,February,0,2017
Nizamabad,March,0,2017
Nizamabad,April,2,2017
Nizamabad,May,0,2017
Nizamabad,June,0,2017
Nizamabad,July,0,2017
Nizamabad,August,0,2017
Nizamabad,September,0,2017
Nizamabad,October,0,2017
Nizamabad,November,0,2017
Nizamabad,December,0,2017
Peddapalli,January,0,2017
Peddapalli,February,0,2017
Peddapalli,March,0,2017
Peddapalli,April,0,2017
Peddapalli,May,0,2017
Peddapalli,June,0,2017
Peddapalli,July,0,2017
Peddapalli,August,0,2017
Peddapalli,September,0,2017
Peddapalli,October,0,2017
